ensembl_id_mouse	gene_symbol	HGNC_symbol	ensembl_id_human	description
ENSMUSG00000019992	Mtfr2	MTFR2	ENSG00000146410	mitochondrial fission regulator 2 [Source:MGI Symbol;Acc:MGI:1919054]
ENSMUSG00000098905	Zfp953	ZNF678	ENSG00000181450	zinc finger protein 953 [Source:MGI Symbol;Acc:MGI:3612873]
ENSMUSG00000051499	Zfp786	ZNF786	ENSG00000197362	zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]
ENSMUSG00000054759	Krtap5-2	KRTAP2-1	ENSG00000212725	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP2-2	ENSG00000214518	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP2-3	ENSG00000212724	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP2-4	ENSG00000213417	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-8	ENSG00000204880	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-16	ENSG00000241241	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-9	ENSG00000212722	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-11	ENSG00000212721	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-5	ENSG00000198271	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-4	ENSG00000171396	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-2	ENSG00000244537	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP4-1	ENSG00000198443	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-1	ENSG00000240542	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-2	ENSG00000239886	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-3	ENSG00000204873	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-8	ENSG00000187272	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-4	ENSG00000241595	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-9	ENSG00000198083	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-6	ENSG00000212659	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000054759	Krtap5-2	KRTAP9-7	ENSG00000180386	keratin associated protein 5-2 [Source:MGI Symbol;Acc:MGI:1918873]
ENSMUSG00000030374	Strn4	STRN4	ENSG00000090372	striatin, calmodulin binding protein 4 [Source:MGI Symbol;Acc:MGI:2142346]
ENSMUSG00000026478	Lamc1	LAMC1	ENSG00000135862	laminin, gamma 1 [Source:MGI Symbol;Acc:MGI:99914]
ENSMUSG00000035024	Ncapd3	NCAPD3	ENSG00000151503	non-SMC condensin II complex, subunit D3 [Source:MGI Symbol;Acc:MGI:2142989]
ENSMUSG00000026204	Ptprn	PTPRN	ENSG00000054356	protein tyrosine phosphatase, receptor type, N [Source:MGI Symbol;Acc:MGI:102765]
ENSMUSG00000062778	Chia1	CHIA	ENSG00000134216	chitinase, acidic 1 [Source:MGI Symbol;Acc:MGI:1932052]
ENSMUSG00000069867	Pabpn1l	PABPN1L	ENSG00000205022	poly(A)binding protein nuclear 1-like [Source:MGI Symbol;Acc:MGI:2685954]
ENSMUSG00000039106	Htr5a	HTR5A	ENSG00000157219	5-hydroxytryptamine (serotonin) receptor 5A [Source:MGI Symbol;Acc:MGI:96283]
ENSMUSG00000025894	Aasdhppt	AASDHPPT	ENSG00000149313	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:MGI Symbol;Acc:MGI:1914868]
ENSMUSG00000052915	Msl1	MSL1	ENSG00000188895	male specific lethal 1 [Source:MGI Symbol;Acc:MGI:1921276]
ENSMUSG00000035441	Myo1d	MYO1D	ENSG00000176658	myosin ID [Source:MGI Symbol;Acc:MGI:107728]
ENSMUSG00000110091	Gm39115	KRTAP5-8	ENSG00000241233	predicted gene, 39115 [Source:MGI Symbol;Acc:MGI:5622000]
ENSMUSG00000032103	Pus3	PUS3	ENSG00000110060	pseudouridine synthase 3 [Source:MGI Symbol;Acc:MGI:1914299]
ENSMUSG00000031987	Egln1	EGLN1	ENSG00000135766	egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]
ENSMUSG00000073998	Olfr520	OR2AT4	ENSG00000171561	olfactory receptor 520 [Source:MGI Symbol;Acc:MGI:3030354]
ENSMUSG00000066877	Nck2	NCK2	ENSG00000071051	non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1306821]
ENSMUSG00000050788	Olfr419	OR10Z1	ENSG00000198967	olfactory receptor 419 [Source:MGI Symbol;Acc:MGI:3030253]
ENSMUSG00000075186	Olfr1058	OR8K3	ENSG00000280314	olfactory receptor 1058 [Source:MGI Symbol;Acc:MGI:3030892]
ENSMUSG00000079594	Cstdc6	CSTA	ENSG00000121552	cystatin domain containing 6 [Source:MGI Symbol;Acc:MGI:3696881]
ENSMUSG00000028184	Adgrl2	ADGRL2	ENSG00000117114	adhesion G protein-coupled receptor L2 [Source:MGI Symbol;Acc:MGI:2139714]
ENSMUSG00000028719	Cmpk1	CMPK1	ENSG00000162368	cytidine monophosphate (UMP-CMP) kinase 1 [Source:MGI Symbol;Acc:MGI:1913838]
ENSMUSG00000000392	Fap	FAP	ENSG00000078098	fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608]
ENSMUSG00000015837	Sqstm1	SQSTM1	ENSG00000161011	sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]
ENSMUSG00000019851	Perp	PERP	ENSG00000112378	PERP, TP53 apoptosis effector [Source:MGI Symbol;Acc:MGI:1929938]
ENSMUSG00000022548	Apod	APOD	ENSG00000189058	apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056]
ENSMUSG00000029603	Dtx1	DTX1	ENSG00000135144	deltex 1, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:1352744]
ENSMUSG00000037979	Ccdc92	CCDC92	ENSG00000119242	coiled-coil domain containing 92 [Source:MGI Symbol;Acc:MGI:106485]
ENSMUSG00000026828	Galnt5	GALNT5	ENSG00000136542	polypeptide N-acetylgalactosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2179403]
ENSMUSG00000029436	Mmp17	MMP17	ENSG00000198598	matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076]
ENSMUSG00000029535	Triap1	TRIAP1	ENSG00000170855	TP53 regulated inhibitor of apoptosis 1 [Source:MGI Symbol;Acc:MGI:1916326]
ENSMUSG00000070331	Qrich2	QRICH2	ENSG00000129646	glutamine rich 2 [Source:MGI Symbol;Acc:MGI:2684912]
ENSMUSG00000079700	Fpr3	FPR2	ENSG00000171049	formyl peptide receptor 3 [Source:MGI Symbol;Acc:MGI:1194495]
ENSMUSG00000079700	Fpr3	FPR3	ENSG00000187474	formyl peptide receptor 3 [Source:MGI Symbol;Acc:MGI:1194495]
ENSMUSG00000053453	Thoc7	THOC7	ENSG00000163634	THO complex 7 [Source:MGI Symbol;Acc:MGI:1913481]
ENSMUSG00000017801	Mlx	MLX	ENSG00000108788	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]
ENSMUSG00000054362	Lexm	LEXM	ENSG00000162398	lymphocyte expansion molecule [Source:MGI Symbol;Acc:MGI:2681853]
ENSMUSG00000067262	Vmn1r239-ps	VN1R5	ENSG00000197617	vomeronasal 1 receptor 239, pseudogene [Source:MGI Symbol;Acc:MGI:2148521]
ENSMUSG00000063409	Lrrc43	LRRC43	ENSG00000158113	leucine rich repeat containing 43 [Source:MGI Symbol;Acc:MGI:2685907]
ENSMUSG00000095011	Gm20838	SYCP3	ENSG00000139351	predicted gene, 20838 [Source:MGI Symbol;Acc:MGI:5434194]
ENSMUSG00000051036	Ttc24	TTC24	ENSG00000187862	tetratricopeptide repeat domain 24 [Source:MGI Symbol;Acc:MGI:2443841]
ENSMUSG00000025964	Adam23	ADAM23	ENSG00000114948	a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162]
ENSMUSG00000038520	Tbc1d17	TBC1D17	ENSG00000104946	TBC1 domain family, member 17 [Source:MGI Symbol;Acc:MGI:2449973]
ENSMUSG00000026167	Wnt10a	WNT10A	ENSG00000135925	wingless-type MMTV integration site family, member 10A [Source:MGI Symbol;Acc:MGI:108071]
ENSMUSG00000045098	Kmt5b	KMT5B	ENSG00000110066	lysine methyltransferase 5B [Source:MGI Symbol;Acc:MGI:2444557]
ENSMUSG00000074996	Olfr199	OR5AC1	ENSG00000213439	olfactory receptor 199 [Source:MGI Symbol;Acc:MGI:3030033]
ENSMUSG00000062103	Olfr924	OR8D2	ENSG00000279116	olfactory receptor 924 [Source:MGI Symbol;Acc:MGI:3030758]
ENSMUSG00000020330	Hmmr	HMMR	ENSG00000072571	hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]
ENSMUSG00000048304	Slitrk3	SLITRK3	ENSG00000121871	SLIT and NTRK-like family, member 3 [Source:MGI Symbol;Acc:MGI:2679447]
ENSMUSG00000091811	Inafm1	INAFM1	ENSG00000257704	InaF motif containing 1 [Source:MGI Symbol;Acc:MGI:1913550]
ENSMUSG00000051977	Prdm9	PRDM7	ENSG00000126856	PR domain containing 9 [Source:MGI Symbol;Acc:MGI:2384854]
ENSMUSG00000033182	Kbtbd12	KBTBD12	ENSG00000187715	kelch repeat and BTB (POZ) domain containing 12 [Source:MGI Symbol;Acc:MGI:1918481]
ENSMUSG00000031993	Snx19	SNX19	ENSG00000120451	sorting nexin 19 [Source:MGI Symbol;Acc:MGI:1921581]
ENSMUSG00000024792	Zfpl1	ZFPL1	ENSG00000162300	zinc finger like protein 1 [Source:MGI Symbol;Acc:MGI:1891017]
ENSMUSG00000025995	Wdr75	WDR75	ENSG00000115368	WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]
ENSMUSG00000001054	Rmnd5b	RMND5B	ENSG00000145916	required for meiotic nuclear division 5 homolog B [Source:MGI Symbol;Acc:MGI:1913339]
ENSMUSG00000032053	Pou2af1	POU2AF1	ENSG00000110777	POU domain, class 2, associating factor 1 [Source:MGI Symbol;Acc:MGI:105086]
ENSMUSG00000095263	Gm21094	SYCP3	ENSG00000139351	predicted gene, 21094 [Source:MGI Symbol;Acc:MGI:5434449]
ENSMUSG00000021902	Phf7	PHF7	ENSG00000010318	PHD finger protein 7 [Source:MGI Symbol;Acc:MGI:1919088]
ENSMUSG00000049073	Olfr985	OR8D4	ENSG00000181518	olfactory receptor 985 [Source:MGI Symbol;Acc:MGI:3030819]
ENSMUSG00000020918	Kat2a	KAT2A	ENSG00000108773	K(lysine) acetyltransferase 2A [Source:MGI Symbol;Acc:MGI:1343101]
ENSMUSG00000027762	Sucnr1	SUCNR1	ENSG00000198829	succinate receptor 1 [Source:MGI Symbol;Acc:MGI:1934135]
ENSMUSG00000027077	Smtnl1	SMTNL1	ENSG00000214872	smoothelin-like 1 [Source:MGI Symbol;Acc:MGI:1915928]
ENSMUSG00000032860	P2ry2	P2RY2	ENSG00000175591	purinergic receptor P2Y, G-protein coupled 2 [Source:MGI Symbol;Acc:MGI:105107]
ENSMUSG00000001510	Dlx3	DLX3	ENSG00000064195	distal-less homeobox 3 [Source:MGI Symbol;Acc:MGI:94903]
ENSMUSG00000006589	Aprt	APRT	ENSG00000198931	adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061]
ENSMUSG00000060212	Pcnx2	PCNX2	ENSG00000135749	pecanex homolog 2 [Source:MGI Symbol;Acc:MGI:2445010]
ENSMUSG00000028653	Trit1	TRIT1	ENSG00000043514	tRNA isopentenyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914216]
ENSMUSG00000020785	Camkk1	CAMKK1	ENSG00000004660	calcium/calmodulin-dependent protein kinase kinase 1, alpha [Source:MGI Symbol;Acc:MGI:1891766]
ENSMUSG00000022855	Senp2	SENP2	ENSG00000163904	SUMO/sentrin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1923076]
ENSMUSG00000031925	Maml2	MAML2	ENSG00000184384	mastermind like transcriptional coactivator 2 [Source:MGI Symbol;Acc:MGI:2389460]
ENSMUSG00000083706	Olfr1118	OR10AG1	ENSG00000174970	olfactory receptor 1118 [Source:MGI Symbol;Acc:MGI:3030952]
ENSMUSG00000026554	Dcaf8	DCAF8	ENSG00000132716	DDB1 and CUL4 associated factor 8 [Source:MGI Symbol;Acc:MGI:91860]
ENSMUSG00000071547	Nt5dc2	NT5DC2	ENSG00000168268	5'-nucleotidase domain containing 2 [Source:MGI Symbol;Acc:MGI:1917271]
ENSMUSG00000032269	Htr3a	HTR3A	ENSG00000166736	5-hydroxytryptamine (serotonin) receptor 3A [Source:MGI Symbol;Acc:MGI:96282]
ENSMUSG00000039670	Oxld1	OXLD1	ENSG00000204237	oxidoreductase like domain containing 1 [Source:MGI Symbol;Acc:MGI:1913681]
ENSMUSG00000045326	Fndc7	FNDC7	ENSG00000143107	fibronectin type III domain containing 7 [Source:MGI Symbol;Acc:MGI:2443535]
ENSMUSG00000027936	Crtc2	CRTC2	ENSG00000160741	CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593]
ENSMUSG00000075190	Olfr1054	OR8K3	ENSG00000280314	olfactory receptor 1054 [Source:MGI Symbol;Acc:MGI:3030888]
ENSMUSG00000052384	Nrros	NRROS	ENSG00000174004	negative regulator of reactive oxygen species [Source:MGI Symbol;Acc:MGI:2445095]
ENSMUSG00000074139	1700057G04Rik	PLSCR1	ENSG00000188313	RIKEN cDNA 1700057G04 gene [Source:MGI Symbol;Acc:MGI:1925709]
ENSMUSG00000028199	Cryz	CRYZ	ENSG00000116791	crystallin, zeta [Source:MGI Symbol;Acc:MGI:88527]
ENSMUSG00000042650	Alkbh5	ALKBH5	ENSG00000091542	alkB homolog 5, RNA demethylase [Source:MGI Symbol;Acc:MGI:2144489]
ENSMUSG00000043468	Adam30	ADAM30	ENSG00000134249	a disintegrin and metallopeptidase domain 30 [Source:MGI Symbol;Acc:MGI:1918328]
ENSMUSG00000029472	Anapc5	ANAPC5	ENSG00000089053	anaphase-promoting complex subunit 5 [Source:MGI Symbol;Acc:MGI:1929722]
ENSMUSG00000117145	Gm4356	GNG5	ENSG00000174021	predicted gene 4356 [Source:MGI Symbol;Acc:MGI:3782541]
ENSMUSG00000014554	Dguok	DGUOK	ENSG00000114956	deoxyguanosine kinase [Source:MGI Symbol;Acc:MGI:1351602]
ENSMUSG00000059439	Bcas3	BCAS3	ENSG00000141376	breast carcinoma amplified sequence 3 [Source:MGI Symbol;Acc:MGI:2385848]
ENSMUSG00000024960	Plcb3	PLCB3	ENSG00000149782	phospholipase C, beta 3 [Source:MGI Symbol;Acc:MGI:104778]
ENSMUSG00000109129	Gm44973	ZNF524	ENSG00000171443	predicted gene 44973 [Source:MGI Symbol;Acc:MGI:5753549]
ENSMUSG00000075168	Olfr1099	OR8H2	ENSG00000181767	olfactory receptor 1099 [Source:MGI Symbol;Acc:MGI:3030933]
ENSMUSG00000075168	Olfr1099	OR8H3	ENSG00000181761	olfactory receptor 1099 [Source:MGI Symbol;Acc:MGI:3030933]
ENSMUSG00000075168	Olfr1099	OR8H1	ENSG00000181693	olfactory receptor 1099 [Source:MGI Symbol;Acc:MGI:3030933]
ENSMUSG00000071481	Olfr437	OR2A2	ENSG00000221989	olfactory receptor 437 [Source:MGI Symbol;Acc:MGI:3030271]
ENSMUSG00000013415	Igf2bp1	IGF2BP1	ENSG00000159217	insulin-like growth factor 2 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1890357]
ENSMUSG00000070811	Sult2a2	SULT2A1	ENSG00000105398	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2 [Source:MGI Symbol;Acc:MGI:107550]
ENSMUSG00000041986	Elmod1	ELMOD1	ENSG00000110675	ELMO/CED-12 domain containing 1 [Source:MGI Symbol;Acc:MGI:3583900]
ENSMUSG00000062199	Olfr1465	OR5B3	ENSG00000172769	olfactory receptor 1465 [Source:MGI Symbol;Acc:MGI:3031299]
ENSMUSG00000025138	Sirt7	SIRT7	ENSG00000187531	sirtuin 7 [Source:MGI Symbol;Acc:MGI:2385849]
ENSMUSG00000009900	Wnt3a	WNT3A	ENSG00000154342	wingless-type MMTV integration site family, member 3A [Source:MGI Symbol;Acc:MGI:98956]
ENSMUSG00000032898	Fbxo21	FBXO21	ENSG00000135108	F-box protein 21 [Source:MGI Symbol;Acc:MGI:1924223]
ENSMUSG00000029512	Ulk1	ULK1	ENSG00000177169	unc-51 like kinase 1 [Source:MGI Symbol;Acc:MGI:1270126]
ENSMUSG00000035385	Ccl2	CCL2	ENSG00000108691	chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]
ENSMUSG00000042558	Adprhl2	ADPRS	ENSG00000116863	ADP-ribosylhydrolase like 2 [Source:MGI Symbol;Acc:MGI:2140364]
ENSMUSG00000027831	Veph1	VEPH1	ENSG00000197415	ventricular zone expressed PH domain-containing 1 [Source:MGI Symbol;Acc:MGI:1920039]
ENSMUSG00000052738	Suclg1	SUCLG1	ENSG00000163541	succinate-CoA ligase, GDP-forming, alpha subunit [Source:MGI Symbol;Acc:MGI:1927234]
ENSMUSG00000031937	Vstm5	VSTM5	ENSG00000214376	V-set and transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:1916387]
ENSMUSG00000052087	Rgs14	RGS14	ENSG00000169220	regulator of G-protein signaling 14 [Source:MGI Symbol;Acc:MGI:1859709]
ENSMUSG00000020483	Dynll2	DYNLL2	ENSG00000264364	dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347]
ENSMUSG00000062762	Ei24	EI24	ENSG00000149547	etoposide induced 2.4 mRNA [Source:MGI Symbol;Acc:MGI:108090]
ENSMUSG00000005338	Cadm3	CADM3	ENSG00000162706	cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]
ENSMUSG00000026283	Ing5	ING5	ENSG00000168395	inhibitor of growth family, member 5 [Source:MGI Symbol;Acc:MGI:1922816]
ENSMUSG00000027374	Mrps5	MRPS5	ENSG00000144029	mitochondrial ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1924971]
ENSMUSG00000015757	Ppil4	PPIL4	ENSG00000131013	peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668]
ENSMUSG00000037278	Tmem97	TMEM97	ENSG00000109084	transmembrane protein 97 [Source:MGI Symbol;Acc:MGI:1916321]
ENSMUSG00000073247	Gm10486	SYCP3	ENSG00000139351	predicted gene 10486 [Source:MGI Symbol;Acc:MGI:3710516]
ENSMUSG00000050087	Cby3	CBY3	ENSG00000204659	chibby family member 3 [Source:MGI Symbol;Acc:MGI:1923903]
ENSMUSG00000063386	Olfr1387	OR2Y1	ENSG00000174339	olfactory receptor 1387 [Source:MGI Symbol;Acc:MGI:3031221]
ENSMUSG00000028134	Ptbp2	PTBP2	ENSG00000117569	polypyrimidine tract binding protein 2 [Source:MGI Symbol;Acc:MGI:1860489]
ENSMUSG00000048039	Isg20l2	ISG20L2	ENSG00000143319	interferon stimulated exonuclease gene 20-like 2 [Source:MGI Symbol;Acc:MGI:2140076]
ENSMUSG00000044367	Slc16a13	SLC16A13	ENSG00000174327	solute carrier family 16 (monocarboxylic acid transporters), member 13 [Source:MGI Symbol;Acc:MGI:1916559]
ENSMUSG00000018848	Rars	RARS1	ENSG00000113643	arginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1914297]
ENSMUSG00000033386	Frrs1	FRRS1	ENSG00000156869	ferric-chelate reductase 1 [Source:MGI Symbol;Acc:MGI:108076]
ENSMUSG00000041831	Sytl3	SYTL3	ENSG00000164674	synaptotagmin-like 3 [Source:MGI Symbol;Acc:MGI:1933367]
ENSMUSG00000042682	Selenok	SELENOK	ENSG00000113811	selenoprotein K [Source:MGI Symbol;Acc:MGI:1931466]
ENSMUSG00000010142	Tnfrsf13b	TNFRSF13B	ENSG00000240505	tumor necrosis factor receptor superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1889411]
ENSMUSG00000038712	Mindy1	MINDY1	ENSG00000143409	MINDY lysine 48 deubiquitinase 1 [Source:MGI Symbol;Acc:MGI:1922257]
ENSMUSG00000026249	Serpine2	SERPINE2	ENSG00000135919	serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]
ENSMUSG00000028778	Hcrtr1	HCRTR1	ENSG00000121764	hypocretin (orexin) receptor 1 [Source:MGI Symbol;Acc:MGI:2385650]
ENSMUSG00000101471	Gm29276	SYCP3	ENSG00000139351	predicted gene 29276 [Source:MGI Symbol;Acc:MGI:5579982]
ENSMUSG00000040824	Snrpd2	SNRPD2	ENSG00000125743	small nuclear ribonucleoprotein D2 [Source:MGI Symbol;Acc:MGI:98345]
ENSMUSG00000042032	Mat2b	MAT2B	ENSG00000038274	methionine adenosyltransferase II, beta [Source:MGI Symbol;Acc:MGI:1913667]
ENSMUSG00000027860	Vangl1	VANGL1	ENSG00000173218	VANGL planar cell polarity 1 [Source:MGI Symbol;Acc:MGI:2159344]
ENSMUSG00000032077	Bud13	BUD13	ENSG00000137656	BUD13 homolog [Source:MGI Symbol;Acc:MGI:2443443]
ENSMUSG00000095432	Zfp748	ZNF845	ENSG00000213799	zinc finger protein 748 [Source:MGI Symbol;Acc:MGI:1916455]
ENSMUSG00000033508	Asprv1	ASPRV1	ENSG00000244617	aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]
ENSMUSG00000051403	Ppp1r37	PPP1R37	ENSG00000104866	protein phosphatase 1, regulatory subunit 37 [Source:MGI Symbol;Acc:MGI:2687042]
ENSMUSG00000061650	Med9	MED9	ENSG00000141026	mediator complex subunit 9 [Source:MGI Symbol;Acc:MGI:2183151]
ENSMUSG00000010086	Rnf112	RNF112	ENSG00000128482	ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]
ENSMUSG00000086545	Lrrc3c	LRRC3C	ENSG00000204913	leucine rich repeat containing 3C [Source:MGI Symbol;Acc:MGI:2684858]
ENSMUSG00000047564	Krtap3-1	KRTAP3-1	ENSG00000212901	keratin associated protein 3-1 [Source:MGI Symbol;Acc:MGI:1916723]
ENSMUSG00000045341	Olfr167	OR2L8	ENSG00000279263	olfactory receptor 167 [Source:MGI Symbol;Acc:MGI:3030001]
ENSMUSG00000045341	Olfr167	OR2L5	ENSG00000197454	olfactory receptor 167 [Source:MGI Symbol;Acc:MGI:3030001]
ENSMUSG00000045341	Olfr167	OR2L2	ENSG00000203663	olfactory receptor 167 [Source:MGI Symbol;Acc:MGI:3030001]
ENSMUSG00000045341	Olfr167	OR2L3	ENSG00000198128	olfactory receptor 167 [Source:MGI Symbol;Acc:MGI:3030001]
ENSMUSG00000019505	Ubb	UBB	ENSG00000170315	ubiquitin B [Source:MGI Symbol;Acc:MGI:98888]
ENSMUSG00000020251	Glt8d2	GLT8D2	ENSG00000120820	glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032]
ENSMUSG00000028677	Rnf220	RNF220	ENSG00000187147	ring finger protein 220 [Source:MGI Symbol;Acc:MGI:1913993]
ENSMUSG00000034151	Zbbx	ZBBX	ENSG00000169064	zinc finger, B-box domain containing [Source:MGI Symbol;Acc:MGI:2674085]
ENSMUSG00000111772	Olfr228	OR8K3	ENSG00000280314	olfactory receptor 228 [Source:MGI Symbol;Acc:MGI:3030062]
ENSMUSG00000033021	Gmppa	GMPPA	ENSG00000144591	GDP-mannose pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1916330]
ENSMUSG00000027778	Ift80	IFT80	ENSG00000068885	intraflagellar transport 80 [Source:MGI Symbol;Acc:MGI:1915509]
ENSMUSG00000042050	Wdr60	DYNC2I1	ENSG00000126870	WD repeat domain 60 [Source:MGI Symbol;Acc:MGI:2445085]
ENSMUSG00000042121	Ssh1	SSH1	ENSG00000084112	slingshot protein phosphatase 1 [Source:MGI Symbol;Acc:MGI:2686240]
ENSMUSG00000038855	Itpkb	ITPKB	ENSG00000143772	inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]
ENSMUSG00000026610	Esrrg	ESRRG	ENSG00000196482	estrogen-related receptor gamma [Source:MGI Symbol;Acc:MGI:1347056]
ENSMUSG00000030653	Gm45837	PDE2A	ENSG00000186642	predicted gene 45837 [Source:MGI Symbol;Acc:MGI:5804952]
ENSMUSG00000049866	Arl4c	ARL4C	ENSG00000188042	ADP-ribosylation factor-like 4C [Source:MGI Symbol;Acc:MGI:2445172]
ENSMUSG00000038352	Arl5c	ARL5C	ENSG00000141748	ADP-ribosylation factor-like 5C [Source:MGI Symbol;Acc:MGI:3028577]
ENSMUSG00000091215	Pate1	PATE1	ENSG00000171053	prostate and testis expressed 1 [Source:MGI Symbol;Acc:MGI:4936886]
ENSMUSG00000043099	Hic1	HIC1	ENSG00000177374	hypermethylated in cancer 1 [Source:MGI Symbol;Acc:MGI:1338010]
ENSMUSG00000062751	Prss1	PRSS1	ENSG00000204983	protease, serine 1 (trypsin 1) [Source:MGI Symbol;Acc:MGI:98839]
ENSMUSG00000062751	Prss1	PRSS2	ENSG00000275896	protease, serine 1 (trypsin 1) [Source:MGI Symbol;Acc:MGI:98839]
ENSMUSG00000059588	Calcrl	CALCRL	ENSG00000064989	calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]
ENSMUSG00000066797	Zfp648	ZNF648	ENSG00000179930	zinc finger protein 648 [Source:MGI Symbol;Acc:MGI:2685049]
ENSMUSG00000090035	Galnt4	POC1B-GALNT4	ENSG00000259075	polypeptide N-acetylgalactosaminyltransferase 4 [Source:MGI Symbol;Acc:MGI:894692]
ENSMUSG00000090035	Galnt4	GALNT4	ENSG00000257594	polypeptide N-acetylgalactosaminyltransferase 4 [Source:MGI Symbol;Acc:MGI:894692]
ENSMUSG00000042474	Fcmr	FCMR	ENSG00000162894	Fc fragment of IgM receptor [Source:MGI Symbol;Acc:MGI:1916419]
ENSMUSG00000008932	Slc1a7	SLC1A7	ENSG00000162383	solute carrier family 1 (glutamate transporter), member 7 [Source:MGI Symbol;Acc:MGI:2444087]
ENSMUSG00000027677	Ttc14	TTC14	ENSG00000163728	tetratricopeptide repeat domain 14 [Source:MGI Symbol;Acc:MGI:1914370]
ENSMUSG00000029387	Gtf2h3	GTF2H3	ENSG00000111358	general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]
